timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1753925629955,194,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,184,0,162
1753925630154,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753925630163,7,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753925630171,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753925630179,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753925630187,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753925630196,7,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753925630204,7,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753925630212,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753925630223,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753925629957,280,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1536,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,280,0,160
1753925630240,128,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1527,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,128,0,0
1753925630369,94,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,93,0,0
1753925630463,85,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1536,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,85,0,0
1753925630549,82,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1541,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,81,0,0
1753925630632,94,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1539,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,94,0,0
1753925630727,120,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1534,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,120,0,0
1753925630848,122,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1534,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,122,0,0
1753925630971,88,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,88,0,0
1753925631060,81,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1543,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,81,0,0
1753925634613,6,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,1,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,1
1753925634620,5,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,5,0,0
1753925634626,5,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,5,0,0
1753925634632,5,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,5,0,0
1753925634638,6,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753925634645,10,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753925634656,7,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753925634664,7,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753925634671,8,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753925634680,9,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753925634623,104,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1529,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,104,0,1
1753925634727,90,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1542,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,90,0,0
1753925634818,84,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,84,0,0
1753925634903,84,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,84,0,0
1753925634988,90,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1537,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,90,0,0
1753925635079,82,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1536,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,81,0,0
1753925635161,130,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1534,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,130,0,0
1753925635292,81,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1536,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,81,0,0
1753925635374,82,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,82,0,0
1753925635456,134,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1529,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,134,0,0
1753926186103,99,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,90,0,68
1753926186230,9,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753926186241,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926186249,9,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753926186259,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926186268,10,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753926186278,11,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753926186289,11,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753926186300,10,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753926186311,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926186103,255,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1541,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,255,0,66
1753926186359,89,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1543,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,89,0,0
1753926186449,124,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1534,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,124,0,0
1753926186574,89,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1541,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,89,0,0
1753926186664,79,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1541,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,79,0,0
1753926186743,86,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1537,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,86,0,0
1753926186830,85,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1541,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,84,0,0
1753926186915,81,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1542,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,81,0,0
1753926186997,126,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1534,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,126,0,0
1753926187124,83,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1541,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,83,0,0
1753926190877,6,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,1
1753926190884,6,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753926190891,5,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,5,0,0
1753926190897,5,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,5,0,0
1753926190903,5,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,5,0,0
1753926190909,9,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753926190919,7,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926190926,7,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926190934,8,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926190942,9,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753926190884,104,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1529,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,104,0,1
1753926190989,96,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,96,0,0
1753926191086,90,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1537,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,90,0,0
1753926191177,93,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1536,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,92,0,0
1753926191271,83,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1537,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,83,0,0
1753926191355,87,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,87,0,0
1753926191443,84,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,84,0,0
1753926191528,82,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1543,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,82,0,0
1753926191611,137,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1523,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,137,0,0
1753926191749,82,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1536,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,82,0,0
1753926278979,108,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,100,0,77
1753926279108,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926279116,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926279125,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926279133,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926279142,7,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926279151,9,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926279160,11,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753926279172,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926279181,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926278976,223,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,222,0,80
1753926279199,91,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,91,0,0
1753926279291,128,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1528,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,128,0,0
1753926279420,105,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1542,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,105,0,0
1753926279526,80,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1540,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,80,0,0
1753926279607,87,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,87,0,0
1753926279695,125,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1529,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,125,0,0
1753926279821,126,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1523,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,126,0,0
1753926279948,127,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1534,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,127,0,0
1753926280076,82,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1543,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,82,0,0
1753926283734,7,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,1,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,1
1753926283741,7,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926283749,6,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753926283755,6,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753926283762,10,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753926283773,8,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926283782,9,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753926283792,9,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753926283802,8,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926283811,10,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753926283746,109,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1536,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,109,0,2
1753926283857,93,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1536,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,93,0,0
1753926283951,122,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1530,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,122,0,0
1753926284075,94,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1543,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,94,0,0
1753926284170,122,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1533,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,122,0,0
1753926284294,113,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1537,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,112,0,0
1753926284407,83,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1542,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,83,0,0
1753926284491,82,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,82,0,0
1753926284573,132,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1523,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,132,0,0
1753926284706,80,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1537,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,80,0,0
1753926444540,120,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,111,0,86
1753926444697,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926444706,7,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926444714,7,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926444721,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926444729,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926444539,201,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1522,158,1,2,http://moga-optimizer.default.svc.cluster.local:8000/optimize,201,0,90
1753926444737,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926444745,6,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753926444751,6,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753926444758,5,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,5,0,0
1753926444742,92,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1541,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,92,0,0
1753926444835,89,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1536,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,89,0,0
1753926444925,88,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1542,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,87,0,0
1753926445013,82,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1536,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,82,0,0
1753926445095,137,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1534,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,137,0,0
1753926445233,133,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1529,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,133,0,0
1753926445367,124,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1528,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,124,0,0
1753926445492,90,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1537,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,90,0,0
1753926445583,91,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1541,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,91,0,0
1753926449309,7,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,2
1753926449317,6,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753926449324,6,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753926449330,6,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753926449337,11,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753926449349,7,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926449357,7,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926449365,7,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926449373,8,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926449381,8,GET /generate-catalog,200,OK,Auth Service Load 1-2,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926449317,113,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1530,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,113,0,1
1753926449430,125,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1534,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,125,0,0
1753926449556,92,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,92,0,0
1753926449649,121,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1534,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,121,0,0
1753926449771,85,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1536,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,84,0,0
1753926449856,84,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1542,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,84,0,0
1753926449940,83,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1535,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,83,0,0
1753926450027,129,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1528,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,129,0,0
1753926450157,107,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1542,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,107,0,0
1753926450265,101,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1542,158,1,1,http://moga-optimizer.default.svc.cluster.local:8000/optimize,100,0,0
1753926550097,102,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,96,0,75
1753926550219,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753926550227,7,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926550235,7,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926550243,8,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753926550251,10,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753926550262,11,GET /generate-catalog,200,OK,Auth Service Load 1-1,text,true,,723,164,1,2,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
